X,Y,Name,description,altitudeMode,sta,Field1,lon,staname,elev,lat,net,FID,Field_1
-154.1842,56.5593,"b'Sitkinak Island Coast Guard, AK, USA'",,clampToGround,b'SII',457,-154.1842,"b'Sitkinak Island Coast Guard, AK, USA'",0.492,56.5593,"b'AK, mag'",354,"b'Sitkinak Island Coast Guard, AK, USA'"
-66.15,18.1091,"b'San Juan, Puerto Rico'",,clampToGround,b'SJG',459,-66.15,"b'San Juan, Puerto Rico'",0.42,18.1091,b'IU',356,"b'San Juan, Puerto Rico'"
-135.329,59.4601,"b'Skagway, Alaska'",,clampToGround,b'SKAG',460,-135.329,"b'Skagway, Alaska'",0.134,59.4601,"b'AT, mag, stheast'",357,"b'Skagway, Alaska'"
-151.5317,61.98,"b'Skwentna, AK, USA'",,clampToGround,b'SKN',461,-151.5317,"b'Skwentna, AK, USA'",0.581,61.98,"b'AK, mag'",358,"b'Skwentna, AK, USA'"
-150.2231,60.5117,"b'Skilak Lake, AK, USA'",,clampToGround,b'SLK',462,-150.2231,"b'Skilak Lake, AK, USA'",0.655,60.5117,"b'AK, mag'",359,"b'Skilak Lake, AK, USA'"
174.1031,52.7308,"b'Shemya, Alaska'",,clampToGround,b'SMY',463,174.1031,"b'Shemya, Alaska'",0.058,52.7308,"b'AT, mag, CREST'",360,"b'Shemya, Alaska'"
-123.4754,60.239,"b'Fort Liard, Yukon, CANADA'",,clampToGround,b'FLDN',151,-123.4754,"b'Fort Liard, Yukon, CANADA'",0,60.239,b'NY',117,"b'Fort Liard, Yukon, CANADA'"
-150.0239,66.7108,"b'Bananza Creek, AK, USA'",,clampToGround,b'G23K',157,-150.0239,"b'Bananza Creek, AK, USA'",0.746,66.7108,"b'AK, mag'",123,"b'Bananza Creek, AK, USA'"
-156.8792,64.7461,"b'Galena City School, AK, USA'",,clampToGround,b'GCSA',167,-156.8792,"b'Galena City School, AK, USA'",0.045,64.7461,"b'PEPP, AK, mag'",129,"b'Galena City School, AK, USA'"
-162.239,64.6379,"b'Elim, AK, USA'",,clampToGround,b'H16K',185,-162.239,"b'Elim, AK, USA'",0.216,64.6379,"b'AK, mag'",140,"b'Elim, AK, USA'"
-145.1568,62.3987,"b'HAARP, Gakona, AK, USA'",,clampToGround,b'HARP',192,-145.1568,"b'HAARP, Gakona, AK, USA'",0.581,62.3987,"b'DFLT, mag, AK'",146,"b'HAARP, Gakona, AK, USA'"
-152.0228,61.2913,"b'Capps Glacier, Mount Spurr, Alaska'",,clampToGround,b'SPCG',467,-152.0228,"b'Capps Glacier, Mount Spurr, Alaska'",1.329,61.2913,"b'Spurr, AV, nomag'",362,"b'Capps Glacier, Mount Spurr, Alaska'"
-152.3399,61.1956,"b'Chakachamna Lake, Mount Spurr, Alaska'",,clampToGround,b'SPCL',468,-152.3399,"b'Chakachamna Lake, Mount Spurr, Alaska'",1.274,61.1956,"b'mag, AV, Spurr'",363,"b'Chakachamna Lake, Mount Spurr, Alaska'"
-170.2478,57.1766,"b'St Paul Island, AK, USA'",,clampToGround,b'SPIA',472,-170.2478,"b'St Paul Island, AK, USA'",0.071,57.1766,"b'mag, CREST, AK'",364,"b'St Paul Island, AK, USA'"
-152.7012,61.3662,"b'North Nagishlamina, Mount Spurr, Alaska'",,clampToGround,b'SPNN',473,-152.7012,"b'North Nagishlamina, Mount Spurr, Alaska'",1.666,61.3662,"b'AV, mag, Spurr'",365,"b'North Nagishlamina, Mount Spurr, Alaska'"
-150.7467,61.4636,"b'Susitna, AK, USA'",,clampToGround,b'SSN',480,-150.7467,"b'Susitna, AK, USA'",1.306,61.4636,"b'AK, mag'",367,"b'Susitna, AK, USA'"
-77.8876,40.6358,"b'Standing Stone, Pennsylvania'",,clampToGround,b'SSPA',481,-77.8876,"b'Standing Stone, Pennsylvania'",0.27,40.6358,b'IU',368,"b'Standing Stone, Pennsylvania'"
-151.8349,61.4982,"b'Strandline Lake, Regional Station, Alaska'",,clampToGround,b'STLK',482,-151.8349,"b'Strandline Lake, Regional Station, Alaska'",0.945,61.4982,"b'AV, Spurr, mag'",369,"b'Strandline Lake, Regional Station, Alaska'"
-143.779,60.072,"b'Suckling Hills, AK, USA'",,clampToGround,b'SUCK',483,-143.779,"b'Suckling Hills, AK, USA'",0.467,60.072,"b'mag, AK, Steep'",370,"b'Suckling Hills, AK, USA'"
20.8117,-32.3797,"b'Sutherland, South Africa'",,clampToGround,b'SUR',484,20.8117,"b'Sutherland, South Africa'",1.77,-32.3797,b'II',371,"b'Sutherland, South Africa'"
-149.4526,60.1043,"b'Seward, AK, USA'",,clampToGround,b'SWD',486,-149.4526,"b'Seward, AK, USA'",0.077,60.1043,"b'AK, CREST, mag'",373,"b'Seward, AK, USA'"
-141.1443,60.4399,"b'Table Mountain, AK, USA'",,clampToGround,b'TABL',487,-141.1443,"b'Table Mountain, AK, USA'",2.05,60.4399,"b'AK, Steep, mag'",374,"b'Table Mountain, AK, USA'"
-177.8998,51.7555,"b'Flats, Tanaga Volcano, Alaska'",,clampToGround,b'TAFL',488,-177.8998,"b'Flats, Tanaga Volcano, Alaska'",0.186,51.7555,"b'Tanaga, AV, mag'",375,"b'Flats, Tanaga Volcano, Alaska'"
-178.1228,51.9146,"b'North, Tanaga Volcano, Alaska'",,clampToGround,b'TANO',490,-178.1228,"b'North, Tanaga Volcano, Alaska'",0.269,51.9146,"b'Tanaga, AV, mag'",376,"b'North, Tanaga Volcano, Alaska'"
121.4971,24.9735,"b'Taipei, Taiwan'",,clampToGround,b'TATO',493,121.4971,"b'Taipei, Taiwan'",0.16,24.9735,b'IU',377,"b'Taipei, Taiwan'"
-88.2763,20.2263,"b'Tepich, Yucatan, Mexico'",,clampToGround,b'TEIG',495,-88.2763,"b'Tepich, Yucatan, Mexico'",0.04,20.2263,b'IU',379,"b'Tepich, Yucatan, Mexico'"
-128.2727,61.5267,"b'Hyland Airport, Yukon, CANADA'",,clampToGround,b'TGTN',497,-128.2727,"b'Hyland Airport, Yukon, CANADA'",0,61.5267,b'NY',380,"b'Hyland Airport, Yukon, CANADA'"
128.8667,71.6341,"b'Tiksi, Russia'",,clampToGround,b'TIXI',498,128.8667,"b'Tiksi, Russia'",0.04,71.6341,b'IU',381,"b'Tiksi, Russia'"
103.6438,51.6807,"b'Talaya, Russia'",,clampToGround,b'TLY',499,103.6438,"b'Talaya, Russia'",0.579,51.6807,b'II',382,"b'Talaya, Russia'"
-167.9267,65.5598,"b'Tin City, AK, USA'",,clampToGround,b'TNA',500,-167.9267,"b'Tin City, AK, USA'",0.074,65.5598,"b'AK, mag, CREST'",383,"b'Tin City, AK, USA'"
-150.2892,63.4501,"b'Thorofare Mountian, AK, USA'",,clampToGround,b'TRF',502,-150.2892,"b'Thorofare Mountian, AK, USA'",1.7099,63.4501,"b'AK, mag'",385,"b'Thorofare Mountian, AK, USA'"
-12.3152,-37.0681,b'Tristan da Cunha',,clampToGround,b'TRIS',503,-12.3152,b'Tristan da Cunha',0.06,-37.0681,b'IU',386,b'Tristan da Cunha'
-61.9787,-38.0568,"b'Tornquist, Argentina'",,clampToGround,b'TRQA',504,-61.9787,"b'Tornquist, Argentina'",0.54,-38.0568,b'IU',387,"b'Tornquist, Argentina'"
17.5838,-19.2022,"b'Tsumeb, Namibia'",,clampToGround,b'TSUM',505,17.5838,"b'Tsumeb, Namibia'",1.26,-19.2022,b'IU',388,"b'Tsumeb, Namibia'"
-156.0116,62.9301,"b'Tatalina, Alaska'",,clampToGround,b'TTA',506,-156.0116,"b'Tatalina, Alaska'",0.99,62.9301,"b'AT, mag'",389,"b'Tatalina, Alaska'"
-103.6678,29.3342,"b'TXAR Array, Lajitas, TX, USA'",,clampToGround,b'TX31',508,-103.6678,"b'TXAR Array, Lajitas, TX, USA'",1.025,29.3342,b'IM',391,"b'TXAR Array, Lajitas, TX, USA'"
-133.121,56.1146,"b'Whale Pass, AK, USA'",,clampToGround,b'U33K',509,-133.121,"b'Whale Pass, AK, USA'",0.011,56.1146,"b'AK, mag'",392,"b'Whale Pass, AK, USA'"
-124.0832,52.8918,"b'Upper Baezaeko River, BC, CA'",,clampToGround,b'UBRB',510,-124.0832,"b'Upper Baezaeko River, BC, CA'",1.241,52.8918,b'mag',393,"b'Upper Baezaeko River, BC, CA'"
107.0532,47.8651,"b'Ulaanbaatar, Mongolia'",,clampToGround,b'ULN',511,107.0532,"b'Ulaanbaatar, Mongolia'",1.61,47.8651,b'IU',394,"b'Ulaanbaatar, Mongolia'"
-131.615,55.3279,"b'Ketchikan, AK, USA'",,clampToGround,b'V35K',513,-131.615,"b'Ketchikan, AK, USA'",0.064,55.3279,"b'AK, mag'",395,"b'Ketchikan, AK, USA'"
161.8528,-77.5172,b'Wright Valley (Bull Pass) Antarctica',,clampToGround,b'VNDA',515,161.8528,b'Wright Valley (Bull Pass) Antarctica',0.151,-77.5172,b'IM',397,b'Wright Valley (Bull Pass) Antarctica'
-143.4545,61.2275,"b'Verde Repeater, AK, USA'",,clampToGround,b'VRDI',516,-143.4545,"b'Verde Repeater, AK, USA'",1.9094,61.2275,"b'AK, Steep, mag'",398,"b'Verde Repeater, AK, USA'"
166.652,19.2834,b'Wake Island',,clampToGround,b'WAKE',518,166.652,b'Wake Island',0.02,19.2834,b'IU',399,b'Wake Island'
-147.74,62.5808,"b'Susitna Watana 6, AK, USA'",,clampToGround,b'WAT6',520,-147.74,"b'Susitna Watana 6, AK, USA'",1.681,62.5808,"b'AK, mag, Watana'",400,"b'Susitna Watana 6, AK, USA'"
-148.8476,62.8331,"b'Susitna Watana 7, AK, USA'",,clampToGround,b'WAT7',521,-148.8476,"b'Susitna Watana 7, AK, USA'",1.232,62.8331,"b'AK, mag, Watana'",401,"b'Susitna Watana 7, AK, USA'"
-144.1544,62.0746,"b'Wrangell Zanetti, Alaska'",,clampToGround,b'WAZA',523,-144.1544,"b'Wrangell Zanetti, Alaska'",2.531,62.0746,"b'AV, Wrangell, mag'",403,"b'Wrangell Zanetti, Alaska'"
-86.2939,38.2289,"b'Wyandotte Cave, Indiana, USA'",,clampToGround,b'WCI',524,-86.2939,"b'Wyandotte Cave, Indiana, USA'",0.21,38.2289,b'IU',404,"b'Wyandotte Cave, Indiana, USA'"
-164.7233,54.4926,"b'Westdahl Peak, Westdahl Peak, Alaska'",,clampToGround,b'WESP',529,-164.7233,"b'Westdahl Peak, Westdahl Peak, Alaska'",0.937,54.4926,"b'AV, mag, Westdahl'",405,"b'Westdahl Peak, Westdahl Peak, Alaska'"
-123.4584,63.2281,"b'Wrigley, Yukon, CANADA'",,clampToGround,b'WGLY',530,-123.4584,"b'Wrigley, Yukon, CANADA'",0,63.2281,b'NY',406,"b'Wrigley, Yukon, CANADA'"
-134.8825,60.6597,"b'Whitehorse, YT, CA'",,clampToGround,b'WHY',531,-134.8825,"b'Whitehorse, YT, CA'",1.273,60.6597,"b'CN, stheast, mag'",407,"b'Whitehorse, YT, CA'"
-71.5583,42.5064,"b'Adam Dziewonski Observatory (Oak Ridge), Massachus'",,clampToGround,b'HRV',199,-71.5583,"b'Adam Dziewonski Observatory (Oak Ridge), Massachus'",0.2,42.5064,b'IU',152,"b'Adam Dziewonski Observatory (Oak Ridge), Massachus'"
-141.6153,65.6035,"b'Kandik River, AK, USA'",,clampToGround,b'I27K',204,-141.6153,"b'Kandik River, AK, USA'",0.874,65.6035,"b'AK, mag'",157,"b'Kandik River, AK, USA'"
-142.3406,60.6024,"b'Juniper Island, AK, USA'",,clampToGround,b'ISLE',214,-142.3406,"b'Juniper Island, AK, USA'",1.425,60.6024,"b'AK, Steep, mag'",163,"b'Juniper Island, AK, USA'"
-143.5636,64.5012,"b'Joseph Creek, AK, USA'",,clampToGround,b'J26L',222,-143.5636,"b'Joseph Creek, AK, USA'",1.144,64.5012,"b'AK, mag'",169,"b'Joseph Creek, AK, USA'"
-154.07,63.3569,"b'Telida, AK, USA'",,clampToGround,b'K20K',228,-154.07,"b'Telida, AK, USA'",0.548,63.3569,"b'mag, AK'",175,"b'Telida, AK, USA'"
134.36,-19.9336,"b'Tennant Creek, NT, Australia'",,clampToGround,b'WRAB',533,134.36,"b'Tennant Creek, NT, Australia'",0.366,-19.9336,b'II',409,"b'Tennant Creek, NT, Australia'"
-132.3466,56.4191,"b'Wrangell Island, Southeastern Alaska, Alaska, USA'",,clampToGround,b'WRAK',534,-132.3466,"b'Wrangell Island, Southeastern Alaska, Alaska, USA'",0.0809,56.4191,"b'US, nmag'",410,"b'Wrangell Island, Southeastern Alaska, Alaska, USA'"
-148.0918,64.4716,"b'Wood River Hill, AK, USA'",,clampToGround,b'WRH',535,-148.0918,"b'Wood River Hill, AK, USA'",0.329,64.4716,"b'AK, mag'",411,"b'Wood River Hill, AK, USA'"
-128.7961,60.1133,"b'Watson Lake, Yukon, CANADA'",,clampToGround,b'WTLY',536,-128.7961,"b'Watson Lake, Yukon, CANADA'",0,60.1133,b'NY',412,"b'Watson Lake, Yukon, CANADA'"
-87.83,36.1297,"b'Waverly, Tennessee, USA'",,clampToGround,b'WVT',538,-87.83,"b'Waverly, Tennessee, USA'",0.17,36.1297,b'IU',414,"b'Waverly, Tennessee, USA'"
108.9237,34.0313,"b""Xi'an, China""",,clampToGround,b'XAN',539,108.9237,"b""Xi'an, China""",0.63,34.0313,b'IC',415,"b""Xi'an, China"""
-157.4457,2.0448,"b'Kiritimati Island, Republic of Kiribati'",,clampToGround,b'XMAS',540,-157.4457,"b'Kiritimati Island, Republic of Kiribati'",0.02,2.0448,b'IU',416,"b'Kiritimati Island, Republic of Kiribati'"
-141.751,60.3583,"b'Yahtse, AK, USA'",,clampToGround,b'YAH',541,-141.751,"b'Yahtse, AK, USA'",2.125,60.3583,"b'AK, stheast, mag, ARRA'",417,"b'Yahtse, AK, USA'"
129.6805,62.031,"b'Yakutsk, Russia'",,clampToGround,b'YAK',542,129.6805,"b'Yakutsk, Russia'",0.11,62.031,b'IU',418,"b'Yakutsk, Russia'"
142.7604,46.9587,"b'Yuzhno Sakhalinsk, Russia'",,clampToGround,b'YSS',544,142.7604,"b'Yuzhno Sakhalinsk, Russia'",0.15,46.9587,b'IU',420,"b'Yuzhno Sakhalinsk, Russia'"
-140.5288,62.1533,"b'Sand Pete Hill, YT, CA'",,clampToGround,b'YUK1',545,-140.5288,"b'Sand Pete Hill, YT, CA'",1.532,62.1533,"b'CN, stheast, mag'",421,"b'Sand Pete Hill, YT, CA'"
-140.8426,61.7668,"b'White River, YT, CA'",,clampToGround,b'YUK2',546,-140.8426,"b'White River, YT, CA'",1.229,61.7668,"b'CN, stheast, mag'",422,"b'White River, YT, CA'"
-140.4595,61.7755,"b'Moose Creek, YT, CA'",,clampToGround,b'YUK3',547,-140.4595,"b'Moose Creek, YT, CA'",2.1,61.7755,"b'CN, stheast, mag'",423,"b'Moose Creek, YT, CA'"
-138.5463,61.4348,"b'Talbot Arm, YT, CA'",,clampToGround,b'YUK4',548,-138.5463,"b'Talbot Arm, YT, CA'",2.009,61.4348,"b'CN, stheast, mag'",424,"b'Talbot Arm, YT, CA'"
-161.0713,70.2043,"b'Wainwright, AK, USA'",,clampToGround,b'A19K',0,-161.0713,"b'Wainwright, AK, USA'",0.024,70.2043,"b'mag, AK'",0,"b'Wainwright, AK, USA'"
-155.4961,58.1981,"b'Angle Creek, Katmai Volcanic Cluster, Alaska'",,clampToGround,b'ANCK',22,-155.4961,"b'Angle Creek, Katmai Volcanic Cluster, Alaska'",0.869,58.1981,"b'AV, Katmai, mag'",11,"b'Angle Creek, Katmai Volcanic Cluster, Alaska'"
-153.3573,59.3702,"b'Augustine Mound, Augustine Volcano, Alaska'",,clampToGround,b'AU22',28,-153.3573,"b'Augustine Mound, Augustine Volcano, Alaska'",0.105,59.3702,"b'AV, Augustn, nomag'",11,"b'Augustine Mound, Augustine Volcano, Alaska'"
-148.1751,61.1416,"b'Barry Arm Top, AK, USA'",,clampToGround,b'BAT',48,-148.1751,"b'Barry Arm Top, AK, USA'",1.027,61.1416,"b'AK, mag'",23,"b'Barry Arm Top, AK, USA'"
8.3311,48.3319,"b'Black Forest Observatory, Schiltach, Germany'",,clampToGround,b'BFO',54,8.3311,"b'Black Forest Observatory, Schiltach, Germany'",0.589,48.3319,b'II',29,"b'Black Forest Observatory, Schiltach, Germany'"
70.2828,53.0581,"b'Borovoye, Kazakhstan'",,clampToGround,b'BRVK',66,70.2828,"b'Borovoye, Kazakhstan'",0.33,53.0581,b'II',40,"b'Borovoye, Kazakhstan'"
-159.5874,69.1049,"b'Lookout Ridge, AK, USA'",,clampToGround,b'C19K',72,-159.5874,"b'Lookout Ridge, AK, USA'",0.745,69.1049,"b'mag, AK'",46,"b'Lookout Ridge, AK, USA'"
-151.1539,60.7683,"b'Captain Cook Nikiski, AK, USA'",,clampToGround,b'CAPN',78,-151.1539,"b'Captain Cook Nikiski, AK, USA'",0.047,60.7683,"b'nomag, AK'",52,"b'Captain Cook Nikiski, AK, USA'"
-158.4142,56.3014,"b'Chignik, Alaska'",,clampToGround,b'CHGN',89,-158.4142,"b'Chignik, Alaska'",0.017,56.3014,"b'AT, mag'",58,"b'Chignik, Alaska'"
-147.8616,64.8736,"b'College Outpost, Alaska, USA'",,clampToGround,b'COLA',101,-147.8616,"b'College Outpost, Alaska, USA'",0.2,64.8736,"b'IU, mag'",69,"b'College Outpost, Alaska, USA'"
-150.2625,62.4058,"b'Chulitna, AK, USA'",,clampToGround,b'CUT',107,-150.2625,"b'Chulitna, AK, USA'",0.574,62.4058,"b'AK, mag'",75,"b'Chulitna, AK, USA'"
-146.3751,69.322,"b'Kavik River, AK, USA'",,clampToGround,b'D25K',113,-146.3751,"b'Kavik River, AK, USA'",0.77,69.322,"b'AK, mag'",81,"b'Kavik River, AK, USA'"
-138.3626,60.9432,"b'Outpost Mountain, YT, CA'",,clampToGround,b'YUK6',550,-138.3626,"b'Outpost Mountain, YT, CA'",2.233,60.9432,"b'CN, stheast, mag'",426,"b'Outpost Mountain, YT, CA'"
-138.1399,60.5307,"b'Dusty Glacier, YT, CA'",,clampToGround,b'YUK7',551,-138.1399,"b'Dusty Glacier, YT, CA'",1.992,60.5307,"b'CN, stheast, mag'",427,"b'Dusty Glacier, YT, CA'"
-139.7646,61.2844,"b'Steele Glacier, YT, CA'",,clampToGround,b'YUK8',552,-139.7646,"b'Steele Glacier, YT, CA'",2.456,61.2844,"b'mag, CN'",428,"b'Steele Glacier, YT, CA'"
