G30M     66.9808 -136.2216    0.7390 t??h Zraii Njik, YT, CAN                          
G31M     66.9227 -134.2708    0.0610 Satah River, YT, CAN                              
H18K     65.1527 -158.3633    0.4940 Honhosa River, AK, USA                            
H19K     65.5276 -156.4494    0.1070 Roundabout Mountain, AK, USA                      
H25L     66.2670 -145.8187    0.1440 Birch Creek, AK, USA                              
H27K     66.2305 -141.5265    0.7860 Steamboat Mountain, AK, USA                       
H29M     66.2191 -138.3689    0.4800 Whitestone, YT, CAN                               
H31M     65.8052 -134.3426    0.6420 Peel River, Yukon, CAN                            
I17K     63.8864 -160.6950    0.1050 Unalakleet, AK, USA                               
I20K     64.7962 -154.4783    0.0750 Naaghedeneel ne tl'uh kk'aat, AK, USA             
I28M     65.4483 -139.9355    1.1880 Miner Creek, YT, CAN                              
I29M     65.3609 -138.3063    0.6020 Ogilvie Camp, Yukon, CA                           
I30M     65.2225 -136.3767    1.3990 Mount Dempster, Yukon, CAN                        
J14K     62.7492 -163.5540    0.0250 Nanvaranak Lake, AK, USA                          
J16K     63.2842 -160.6021    0.3280 Anvik River, AK, USA                              
J18K     63.4650 -156.7154    0.5060 Innoko River, AK, USA                             
J29N     64.4525 -138.2164    0.9820 Klondike Camp, Yukon, CA                          
J30M     64.5753 -136.3304    1.4190 Hart River, Yukon, CAN                            
K17K     62.7161 -158.3014    0.3390 Iditarod, AK, USA                                 
K29M     63.8433 -137.5201    1.3670 Barlow Dome, YT, CAN                              
L15K     61.6780 -161.4869    0.2190 Ungalak Mountain, AK, USA                         
L27K     63.0618 -141.8275    0.7550 Beaver Creek, Northway Junction, AK, USA          
L29M     63.1090 -138.1290    0.9180 Grand Valley Creek, YT, CAN                       
M13K     60.4135 -163.3500    0.0090 Dall Lake, AK, USA                                
M15K     60.6947 -160.6884    0.2100 Kasigluk River, AK, USA                           
M17K     61.4009 -157.4375    0.3870 Holitna River, AK, USA                            
M18K     61.4907 -155.8242    0.2890 Stony River, AK, USA                              
M22K     61.7531 -150.1205    0.0570 Willow, AK, USA                                   
M29M     62.4435 -138.4624    1.2970 Somme Creek, YT, CAN                              
M30M     62.5763 -136.7935    0.7820 Minto, Yukon, CA                                  
M31M     62.2024 -134.3906    0.6390 Drury Creek, Yukon, CA                            
N14K     59.9237 -161.6852    0.0210 Kuskokwak Creek, AK, USA                          
N16K     60.4742 -158.7690    0.5820 Nishlik Lake, AK, USA                             
N17K     60.5269 -157.1867    0.3500 Nushagak Hills, AK, USA                           
N30M     61.4593 -137.0885    0.9410 Aishikik Lake, Yukon, CAN                         
N31M     61.4862 -135.7796    0.7160 Braeburn, Yukon, CA                               
N32M     61.1512 -133.0818    0.8160 Quiet Lake, YT, Canada                            
O15K     59.1767 -159.8246    0.3060 Ungalikthiuk River, AK, USA                       
O16K     59.5938 -158.0932    0.1980 Kokwok River, Bristol Bay, AK, USA                
O17K     59.7733 -157.0946    0.1560 Koliganek, Bristol Bay, AK, USA                   
O22K     60.4814 -149.7241    0.1400 Cooper Landing, AK, USA                           
O28M     60.7718 -140.1906    2.6220 Mount Upton, YT, CAN                              
O29M     60.3024 -138.5755    1.4230 Mount Kennedy, YT, CAN                            
O30N     60.7704 -136.0906    0.8210 Mendenhall, YT, Canada                            
P29M     59.6304 -137.7381    0.6790 Windy Craggy, BC, CAN                             
P30M     60.1218 -136.9598    0.8830 Million Dollar Falls, (MDFC Geodetic GPS), YT, CA 
P32M     59.5898 -133.7147    0.7930 Atlin, BC, CAN                                    
P33M     60.2114 -132.8174    1.0660 Teslin, Yukon, CA                                 
Q32M     58.9601 -132.2691    1.9510 Nakina River, BC, CAN                             
R31K     58.4133 -135.7398    0.0150 City Hall, Gustavus, AK, USA                      
R33M     59.3946 -130.9673    1.4370 Jennings River, BC, CAN                           
S12K     55.7030 -162.0610    0.4110 Black Hills, AK, USA                              
S14K     56.2848 -159.5532    1.0590 Fog Glacier, AK, USA                              
S34M     57.9128 -131.1312    0.2980 Telegraph Creek, BC, CAN                          
T33K     56.8144 -132.9524    0.0220 Petersburg, AK, USA                               
T35M     56.9811 -130.2496    0.6090 Bob Quinn, BC, CAN                                
U35K     55.9154 -130.0257    0.0170 Hyder, AK, USA                                    
GREN     63.9738 -145.6949    0.4140 Ft. Greely North, AK, USA                         
GRES     63.9451 -145.7281    0.4450 Ft. Greely South, AK, USA                         
ANM      64.5646 -165.3732    0.3380 Anvil Mountain, AK, USA                           
ATKA     52.2016 -174.1975    0.0550 Atka Island, AK, USA                              
BAGL     60.4896 -142.0915    1.4700 Bagley Icefield, AK, USA                          
BAE      61.1319 -148.1234    0.5780 Barry Arm East, AK, USA                           
BAL      61.0360 -142.3462    1.3180 Baldy Mountain, AK, USA                           
BARK     60.4030 -142.4931    1.3896 Barkley Ridge, AK, USA                            
BARN     61.0595 -141.6622    1.6890 Barnard Glacier, AK, USA                          
BCP      59.9534 -139.6369    0.4218 Bancas Point, AK, USA                             
BERG     60.3932 -143.7004    0.6240 Berg Lake, AK, USA                                
BESE     58.5792 -134.8559    0.8670 Bessie Mountain, AK, USA                          
BGLC     60.1205 -143.2841    0.0100 Bering Glacier BLM Camp, AK, USA                  
BMR      60.9677 -144.6051    0.8420 Bremner River, AK, USA                            
BPAW     64.0997 -150.9873    0.6190 Bear Paw Mountain, AK, USA                        
BRLK     59.7511 -150.9063    0.4090 Bradley Lake, AK, USA                             
BRSE     59.7417 -150.7414    0.5410 Bradley Lake South, AK, USA                       
BWN      64.1732 -149.2991    0.3560 Browne, AK, USA                                   
CAPN     60.7683 -151.1539    0.0470 Captain Cook Nikiski, AK, USA                     
CAST     63.4188 -152.0844    0.6110 Castle Rocks, AK, USA                             
CCB      64.6453 -147.8053    0.2330 Clear Creek Butte, AK, USA                        
CHI      55.8218 -155.6225    0.2030 Chirikof Island, AK, USA                          
CHN      54.8310 -159.5895    0.0710 Chernabura Island, AK, USA                        
CHUM     63.8827 -152.3152    0.2170 Lake Minchumina, AK, USA                          
CHX      60.0631 -141.1178    1.0850 Chaix Hills, AK, USA                              
CNP      59.5251 -151.2373    0.5640 China Poot, AK, USA                               
COLD     67.2278 -150.2070    0.3740 Coldfoot Broadband, AK, USA                       
CRQ      60.7523 -143.0926    1.3923 Cirque, AK, USA                                   
CUT      62.4058 -150.2625    0.5740 Chulitna, AK, USA                                 
CYK      60.0823 -142.4872    0.0230 Cape Yakataga, AK, USA                            
DCPH     59.0905 -138.2139    0.6690 Deception Hills, AK, USA                          
DHY      63.0753 -147.3759    1.6110 Denali Highway, AK, USA                           
DIV      61.1292 -145.7749    0.9414 Divide Microwave, AK, USA                         
DOT      63.6482 -144.0697    0.6700 Dot Lake, AK, USA                                 
EYAK     60.5487 -145.7500    0.1339 Cordova Ski Area, AK, USA                         
FALS     54.8564 -163.4176    0.0606 False Pass, AK, USA                               
FID      60.7277 -146.5987    0.5000 Fidalgo, AK, USA                                  
FIRE     61.1426 -150.2164    0.0620 Fire Island, AK, USA                              
FYU      66.5657 -145.2342    0.1370 Fort Yukon, AK, USA                               
GAMB     63.7758 -171.7036    0.0050 Gambell, AK, USA                                  
GCSA     64.7461 -156.8792    0.0450 Galena City School, AK, USA                       
GHO      61.7710 -148.9260    1.0320 Gloryhole, AK, USA                                
GLB      61.4417 -143.8123    0.8549 Gilahina Butte, AK, USA                           
GLI      60.8792 -147.0959    0.4300 Glacier Island, AK, USA                           
GOAT     60.5805 -144.7292    0.8955 Goat Mountain, AK, USA                            
GRIN     60.2805 -143.3210    0.6250 Grindle Hills, AK, USA                            
GRNC     60.7315 -141.7558    2.1160 Granite Creek, AK, USA                            
HARP     62.3987 -145.1568    0.5810 HAARP, Gakona, AK, USA                            
HDA      64.4091 -146.9482    0.4370 Harding Lake, AK, USA                             
HIN      60.3960 -146.5035    0.6229 Hinchinbrook, AK, USA                             
HOM      59.6572 -151.6515    0.2210 Homer Trailer, AK, USA                            
ISLE     60.6024 -142.3406    1.4250 Juniper Island, AK, USA                           
JIS      58.2758 -134.3848    0.0100 Juneau Island, AK, USA                            
KAI      59.9268 -144.4188    0.3160 Kayak Island, AK, USA                             
KHIT     60.4427 -143.2510    1.1010 Khitrov Hills, AK, USA                            
KIAG     60.9231 -142.3605    1.7522 Kiagna River, AK, USA                             
KLU      61.4924 -145.9227    1.0471 Klutina Pass, AK, USA                             
KNK      61.4131 -148.4585    0.5980 Knik Glacier, AK, USA                             
KTH      63.5527 -150.9233    1.1720 Kantishna Hills, AK, USA                          
LOGN     60.8240 -141.0048    1.6631 Logan Glacier, AK, USA                            
MCAR     61.3836 -143.0240    0.4470 McCarthy VSAT, AK, USA                            
MCK      63.7318 -148.9373    0.6180 McKinley Park, AK, USA                            
MDM      64.9602 -148.2319    0.6310 Murphy Dome, AK, USA                              
MESA     60.1782 -141.9498    1.9070 Mesa, AK, USA                                     
NEA2     64.5928 -149.0694    0.4500 Nenana, AK, USA                                   
NICH     60.2357 -143.9713    0.4850 Nichawak Mountain, AK, USA                        
NIKH     52.9721 -168.8550    0.1990 Nikolski High Hill, AK, USA                       
PAX      62.9699 -145.4699    1.1500 Paxson, AK, USA                                   
PIN      60.0959 -140.2525    0.9750 Pinnacle, AK, USA                                 
PNL      59.6670 -139.4014    0.5860 Peninsula, AK, USA                                
PPD      65.5174 -145.5246    1.5050 Porcupine Dome, AK, USA                           
PPLA     62.8962 -152.1894    1.5190 Purkeypile, AK, USA                               
PTPK     61.1871 -142.4672    1.8926 Patty Peak Repeater, AK, USA                      
PWL      60.8584 -148.3334    0.5500 Port Wells, AK, USA                               
RAG      60.3863 -144.6773    0.7520 Ragged Mountain, AK, USA                          
RC01     61.0889 -149.7390    0.3900 Rabbit Creek, AK, USA                             
RDOG     68.0541 -162.9080    0.4230 Red Dog Mine, AK, USA                             
RIDG     63.7399 -144.8462    0.8710 Independent Ridge, AK, USA                        
RKAV     60.2994 -141.3478    1.6470 Rock Avalanche, AK, USA                           
RND      63.4056 -148.8602    0.9936 Reindeer, AK, USA                                 
SAMH     60.1294 -140.7828    1.1400 Samovar Hills, AK, USA                            
SAW      61.8070 -148.3316    0.7810 Sawmill, AK, USA                                  
SCM      61.8320 -147.3290    1.0500 Sheep Mountain, AK, USA                           
SCRK     63.9761 -143.9905    1.3750 Sand Creek, AK, USA                               
SII      56.5593 -154.1842    0.4920 Sitkinak Island Coast Guard, AK, USA              
SKN      61.9800 -151.5317    0.5810 Skwentna, AK, USA                                 
SLK      60.5117 -150.2231    0.6550 Skilak Lake, AK, USA                              
SPIA     57.1766 -170.2478    0.0710 St Paul Island, AK, USA                           
SSN      61.4636 -150.7467    1.3060 Susitna, AK, USA                                  
SUCK     60.0720 -143.7790    0.4670 Suckling Hills, AK, USA                           
SWD      60.1043 -149.4526    0.0770 Seward, AK, USA                                   
TABL     60.4399 -141.1443    2.0500 Table Mountain, AK, USA                           
TGL      60.7541 -142.8292    1.2664 Tana Glacier, AK, USA                             
TNA      65.5598 -167.9267    0.0740 Tin City, AK, USA                                 
TRF      63.4501 -150.2892    1.7099 Thorofare Mountian, AK, USA                       
UNV      53.8452 -166.5045    0.0650 Unalaska Valley, AK, USA                          
VRDI     61.2275 -143.4545    1.9094 Verde Repeater, AK, USA                           
WAT1     62.8295 -148.5509    0.7220 Susitna Watana 1, AK, USA                         
WAT6     62.5808 -147.7400    1.6810 Susitna Watana 6, AK, USA                         
WAT7     62.8331 -148.8476    1.2320 Susitna Watana 7, AK, USA                         
WAX      60.4480 -142.8529    1.0030 Waxell Ridge, AK, USA                             
WRH      64.4716 -148.0918    0.3290 Wood River Hill, AK, USA                          
YAH      60.3583 -141.7510    2.1250 Yahtse, AK, USA                                   
PS01     70.2580 -148.6141    0.0090 TAPS Pump Station 1, AK, USA                      
PS04     68.4215 -149.3568    0.8490 TAPS Pump Station 4, AK, USA                      
PS05     66.8133 -150.6646    0.3270 TAPS Pump Station 5, AK, USA                      
PS06     65.8545 -149.7369    0.2800 TAPS Pump Station 6, AK, USA                      
PS07     65.3106 -148.2791    0.2890 TAPS Pump Station 7, AK, USA                      
PS08     64.5422 -146.8221    0.3200 TAPS Pump Station 8, AK, USA                      
PS09     63.9299 -145.7682    0.4680 TAPS Pump Station 9, AK, USA                      
PS10     63.4229 -145.7684    0.7380 TAPS Pump Station 10, AK, USA                     
PS11     62.0789 -145.4751    0.3750 TAPS Pump Station 11, AK, USA                     
PS12     61.4749 -145.1458    0.5627 TAPS Pump Station 12, AK, USA                     
VMT      61.0830 -146.3680    0.0970 Valdez Marine Terminal, AK, USA                   
P23K     59.9979 -147.4031    0.2870 Montague Island, AK, USA                          
S32K     57.4688 -134.5763    0.0260 Killisnoo, AK, USA                                
H21K     65.6571 -152.8050    0.5200 Melozitna River, AK, USA                          
H22K     65.8937 -151.3773    0.5610 Ishtalitna Creek, AK, USA                         
H24K     65.8371 -147.8781    0.8140 Noodor Dome, AK, USA                              
I27K     65.6035 -141.6153    0.8740 Kandik River, AK, USA                             
J17K     63.3965 -159.0777    0.3230 VABM Dome, AK, USA                                
J19K     63.9940 -155.6214    0.3890 Poorman, AK, USA                                  
J20K     64.1767 -154.1467    0.3140 Nowitna River, AK, USA                            
J25K     64.6130 -145.3697    0.9490 Salcha River, AK, USA                             
K20K     63.3569 -154.0700    0.5480 Telida, AK, USA                                   
L18K     62.2195 -156.6886    0.3290 Granite Mountain, AK, USA                         
L19K     62.1816 -154.8543    0.6500 White Mountain, AK, USA                           
L20K     62.4787 -153.8798    0.6730 Farewell, AK, USA                                 
M20K     61.8823 -153.1318    1.1070 Styx River, AK, USA                               
M26K     62.4013 -142.9963    0.8880 Nabesna, AK, USA                                  
M27K     62.3579 -141.8780    1.5360 Edge Creek, AK, USA                               
N18K     60.6801 -155.8897    0.5720 Kilae Creek, AK, USA                              
N19K     60.8132 -154.4838    1.1440 Bonanza Creek NPS repeater, AK, USA               
P16K     59.0314 -157.9906    0.0859 Nushagak River, AK, USA                           
P17K     59.1953 -156.4394    0.0910 Kvichak River, AK, USA                            
R16K     57.5673 -157.5742    0.0380 Pilot Point, AK, USA                              
R32K     58.2747 -134.5181    0.3860 Eaglecrest, AK, USA                               
O19K     60.1952 -154.3201    0.0960 Port Alsworth, AK, USA                            
P08K     56.6011 -169.5484    0.0360 Saint George Island, AK, USA                      
O20K     60.0815 -152.6240    0.9150 Slope Mountain, AK, USA                           
Q19K     58.9287 -153.6446    0.6310 Cape Douglas, AK, USA                             
Q23K     59.4296 -146.3399    0.0460 Middleton Island, AK, USA                         
H23K     65.8251 -149.5432    0.6170 Yukon River, AK, USA                              
I23K     65.1479 -149.3603    0.1490 Minto, Yukon-Koyukuk, AK, USA                     
I26K     65.3064 -143.1541    0.3380 Coal Creek Mining Camp, AK, USA                   
K27K     64.0292 -142.0758    0.7320 Chicken, AK, USA                                  
L26K     63.0254 -143.3478    0.6500 Log Cabin Wilderness Lodge, Tok, AK, USA          
M19K     61.9037 -154.3915    0.5210 Big River Lodge, Big River, AK, USA               
R18K     57.5665 -154.4524    0.0390 Karluk, AK, USA                                   
S31K     57.9616 -136.2320    0.0340 Pelican, AK, USA                                  
U33K     56.1146 -133.1210    0.0110 Whale Pass, AK, USA                               
O18K     59.8542 -155.2080    0.5440 Koktuh Hills, AK, USA                             
K24K     63.8036 -145.7784    0.7240 Donnelly Dome, AK, USA                            
V35K     55.3279 -131.6150    0.0640 Ketchikan, AK, USA                                
L22K     62.5258 -150.7703    0.8170 Petersville, AK, USA                              
POKR     65.1171 -147.4335    0.5010 Poker Flat Research Range, AK, USA                
TOLK     68.6408 -149.5724    0.7600 Toolik Lake Research Station, AK, USA             
A21K     71.3221 -156.6175    0.0050 Barrow, AK, USA                                   
L17K     62.1344 -158.2972    0.3380 Donlin, AK, USA                                   
M23K     61.7929 -147.7262    0.5830 Glacier View, AK, USA                             
A19K     70.2043 -161.0713    0.0240 Wainwright, AK, USA                               
A22K     71.0033 -154.9742    0.0060 Sinclair Lake, AK, USA                            
B18K     69.3641 -161.8016    0.2220 Kokolik River, AK, USA                            
B20K     70.0079 -157.1599    0.0746 Meade River, AK, USA                              
B22K     70.3400 -153.4196    0.0497 Teshekpuk Lake, AK, USA                           
C16K     68.2746 -165.3436    0.1020 Lisburne Hills, AK, USA                           
C18K     68.6483 -161.1943    0.8450 Utukok River, AK, USA                             
C19K     69.1049 -159.5874    0.7450 Lookout Ridge, AK, USA                            
C21K     69.1565 -154.7833    0.4090 Knifeblade Ridge, AK, USA                         
C23K     69.8360 -150.6126    0.1790 Itkillik River, AK, USA                           
C26K     69.9175 -144.9122    0.1390 Camden Bay, AK, USA                               
C27K     69.6260 -143.7114    0.3920 Jago River, AK, USA                               
D20K     68.7132 -156.6132    0.5770 Etivluk River, AK, USA                            
D22K     68.8799 -152.6821    0.5320 Ayikyak River, AK, USA                            
D25K     69.3220 -146.3751    0.7700 Kavik River, AK, USA                              
E18K     67.4213 -160.6027    0.2970 Tukpahlearik Creek, AK, USA                       
E19K     67.4572 -157.2316    0.4410 Redstone River, AK, USA                           
E24K     68.0748 -148.4868    0.8470 Your Creek, AK, USA                               
E25K     68.1207 -145.5680    0.6520 Arctic Village, AK, USA                           
E27K     68.1861 -141.5951    0.6540 Coleen River, AK, USA                             
F15K     65.7077 -164.6483    0.3880 North Star Ditch, AK, USA                         
F20K     67.0486 -155.7251    0.1360 Avaraart Lake, AK, USA                            
G17K     65.5011 -160.6514    0.3380 Kiwalik Mountain, AK, USA                         
G19K     66.1434 -157.0870    0.3910 Purcell Mountains, AK, USA                        
G23K     66.7108 -150.0239    0.7460 Bananza Creek, AK, USA                            
G24K     66.7004 -147.4754    0.5030 Hadweenzic River, AK, USA                         
G27K     66.8088 -141.6549    0.6860 Doyon Strip, AK, USA                              
H16K     64.6379 -162.2390    0.2160 Elim, AK, USA                                     
H17K     64.9370 -159.9126    0.3960 Granite Mountain, AK, USA                         
H20K     65.4924 -154.8808    0.5140 Anotleneega Mountain, AK, USA                     
K13K     61.9331 -164.6555    0.2042 Kusilvak Mountain, AK, USA                        
K15K     62.2938 -161.5308    0.3460 Wolf Creek Mountain, AK, USA                      
L14K     61.3416 -162.6829    0.0410 Kuka Creek, AK, USA                               
M16K     61.0224 -158.9593    0.3940 Timber Creek, AK, USA                             
N15K     60.1686 -160.0921    0.4490 Kwethluk River, AK, USA                           
O14K     59.2533 -161.2638    0.1290 Tigyukauivet Mountain, AK, USA                    
D24K     69.1532 -148.8233    0.2920 Happy Valley, AK, USA                             
D17K     67.6988 -163.0831    0.1720 Noatak River, AK, USA                             
E22K     68.1343 -151.8132    0.7720 Anaktuvuk Pass, AK, USA                           
F18K     66.6001 -159.6514    0.0270 Selawik, AK, USA                                  
L16K     61.7105 -159.4747    0.2270 Owhat River, AK, USA                              
M11K     60.3849 -166.2011    0.0030 Mekoryuk, AK, USA                                 
M14K     60.7515 -161.9600    0.0190 Bethel, AK, USA                                   
BAT      61.1416 -148.1751    1.0270 Barry Arm Top, AK, USA                            
