OBJECTID,Field1,Field2,Field3,Field4,Field5
92,209.150000000000006,61.700000000000003,-43.883099999999999,19.567799999999998,204.111300000000000
93,209.199999999999989,61.700000000000003,-43.055100000000003,18.557700000000001,204.956199999999995
94,209.250000000000000,61.700000000000003,-42.278900000000000,17.576799999999999,205.881100000000004
95,209.150000000000006,61.649999999999999,-43.105899999999998,18.970099999999999,203.145499999999998
96,209.199999999999989,61.649999999999999,-42.298099999999998,17.963999999999999,203.911000000000001
97,209.250000000000000,61.649999999999999,-41.541200000000003,16.989200000000000,204.745800000000003
98,209.300000000000011,61.649999999999999,-40.833300000000001,16.043700000000001,205.670099999999991
99,209.349999999999994,61.649999999999999,-40.172899999999998,15.125800000000000,206.708499999999987
100,209.400000000000006,61.649999999999999,-39.558599999999998,14.234600000000000,207.890099999999990
101,209.300000000000011,61.600000000000001,-40.167900000000003,15.492300000000000,204.658299999999997
102,209.349999999999994,61.600000000000001,-39.524999999999999,14.589200000000000,205.596699999999998
103,209.400000000000006,61.600000000000001,-38.926699999999997,13.715800000000000,206.664099999999991
104,209.449999999999989,61.600000000000001,-38.371699999999997,12.872199999999999,207.892599999999987
105,209.500000000000000,61.600000000000001,-37.858800000000002,12.060100000000000,209.317700000000002
106,209.550000000000011,61.600000000000001,-37.386699999999998,11.282900000000000,210.975899999999996
107,209.400000000000006,61.549999999999997,-38.340800000000002,13.234200000000000,205.734100000000012
108,209.449999999999989,61.549999999999997,-37.800600000000003,12.415500000000000,206.848899999999986
109,209.500000000000000,61.549999999999997,-37.300600000000003,11.630900000000000,208.141899999999993
110,209.550000000000011,61.549999999999997,-36.839399999999998,10.882500000000000,209.649699999999996
111,209.599999999999994,61.549999999999997,-36.415700000000001,10.173600000000000,211.409199999999998
112,209.650000000000006,61.549999999999997,-36.028199999999998,9.508500000000000,213.454900000000009
113,209.550000000000011,61.500000000000000,-36.329200000000000,10.530500000000000,208.707300000000004
114,209.599999999999994,61.500000000000000,-35.914400000000001,9.855399999999999,210.306999999999988
115,209.650000000000006,61.500000000000000,-35.533600000000000,9.223000000000001,212.169900000000013
116,209.699999999999989,61.500000000000000,-35.185299999999998,8.636200000000001,214.327300000000008
117,209.750000000000000,61.500000000000000,-34.868299999999998,8.097700000000000,216.803300000000007
118,209.800000000000011,61.500000000000000,-34.581000000000003,7.610500000000000,219.610700000000008
119,209.650000000000006,61.450000000000003,-35.066899999999997,8.985200000000001,211.324600000000004
120,209.699999999999989,61.450000000000003,-34.723300000000002,8.430999999999999,213.281000000000006
121,209.750000000000000,61.450000000000003,-34.408600000000000,7.920600000000000,215.531800000000004
122,209.800000000000011,61.450000000000003,-34.121699999999997,7.455100000000000,218.097600000000000
123,209.849999999999994,61.450000000000003,-33.861499999999999,7.035300000000000,220.988300000000010
124,209.900000000000006,61.450000000000003,-33.626800000000003,6.662100000000000,224.198800000000006
125,209.800000000000011,61.399999999999999,-33.683300000000003,7.338600000000000,217.043700000000001
126,209.849999999999994,61.399999999999999,-33.422199999999997,6.934200000000000,219.672400000000010
127,209.900000000000006,61.399999999999999,-33.185099999999998,6.568100000000000,222.620900000000006
128,209.949999999999989,61.399999999999999,-32.971299999999999,6.240800000000000,225.884600000000006
129,210.000000000000000,61.399999999999999,-32.780000000000001,5.953100000000000,229.438799999999986
130,210.050000000000011,61.399999999999999,-32.610500000000002,5.706000000000000,233.232799999999997
131,209.900000000000006,61.350000000000001,-32.759900000000002,6.495400000000000,221.490600000000001
132,209.949999999999989,61.350000000000001,-32.543599999999998,6.167700000000000,224.486199999999997
133,210.000000000000000,61.350000000000001,-32.348900000000000,5.872400000000000,227.797100000000000
134,210.050000000000011,61.350000000000001,-32.175300000000000,5.611600000000000,231.393599999999992
135,210.099999999999994,61.350000000000001,-32.022100000000002,5.387900000000000,235.213899999999995
136,210.150000000000006,61.350000000000001,-31.888500000000001,5.203300000000000,239.160799999999995
137,210.050000000000011,61.299999999999997,-31.756699999999999,5.523800000000000,229.925299999999993
138,210.099999999999994,61.299999999999997,-31.600500000000000,5.284200000000000,233.552500000000009
139,210.150000000000006,61.299999999999997,-31.463400000000000,5.081600000000000,237.364699999999999
140,210.199999999999989,61.299999999999997,-31.344500000000000,4.918800000000000,241.238200000000006
141,210.250000000000000,61.299999999999997,-31.242300000000000,4.796700000000000,245.018400000000014
142,210.300000000000011,61.299999999999997,-31.155300000000000,4.713600000000000,248.538199999999989
143,210.150000000000006,61.250000000000000,-31.055900000000001,4.958600000000000,235.846599999999995
144,210.199999999999989,61.250000000000000,-30.934500000000000,4.781100000000000,239.565699999999993
145,210.250000000000000,61.250000000000000,-30.829300000000000,4.645600000000000,243.237799999999993
146,210.300000000000011,61.250000000000000,-30.738800000000001,4.551800000000000,246.691100000000006
147,210.349999999999994,61.250000000000000,-30.660900000000002,4.496900000000000,249.761400000000009
148,210.400000000000006,61.250000000000000,-30.593299999999999,4.475800000000000,252.317900000000009
149,210.300000000000011,61.200000000000003,-30.342300000000002,4.393100000000000,244.860199999999992
150,210.349999999999994,61.200000000000003,-30.260800000000000,4.334000000000000,247.777999999999992
151,210.400000000000006,61.200000000000003,-30.188800000000001,4.312400000000000,250.207099999999997
152,210.449999999999989,61.200000000000003,-30.123999999999999,4.322800000000000,252.070699999999988
153,210.500000000000000,61.200000000000003,-30.064200000000000,4.359300000000000,253.351300000000009
154,210.400000000000006,61.149999999999999,-29.804400000000001,4.157500000000000,247.897300000000001
155,210.449999999999989,61.149999999999999,-29.734100000000002,4.173300000000000,249.550800000000010
156,210.500000000000000,61.149999999999999,-29.667700000000000,4.218300000000000,250.672599999999989
157,210.550000000000011,61.149999999999999,-29.603100000000001,4.286900000000000,251.311100000000010
158,210.599999999999994,61.149999999999999,-29.538799999999998,4.373400000000000,251.547699999999992
159,210.650000000000006,61.149999999999999,-29.473299999999998,4.472300000000000,251.475300000000004
160,210.550000000000011,61.100000000000001,-29.217500000000001,4.174600000000000,248.109399999999994
161,210.599999999999994,61.100000000000001,-29.144100000000002,4.274600000000000,248.283099999999990
162,210.650000000000006,61.100000000000001,-29.068899999999999,4.387600000000000,248.249500000000012
163,210.699999999999989,61.100000000000001,-28.991299999999999,4.507400000000000,248.090699999999998
164,210.750000000000000,61.100000000000001,-28.910900000000002,4.628400000000000,247.862300000000005
165,210.650000000000006,61.049999999999997,-28.680900000000001,4.324300000000000,244.619499999999988
166,210.699999999999989,61.049999999999997,-28.592300000000002,4.454900000000000,244.580099999999987
167,210.750000000000000,61.049999999999997,-28.500900000000001,4.584700000000000,244.564200000000000
168,210.800000000000011,61.049999999999997,-28.407000000000000,4.708600000000000,244.580299999999994
169,210.849999999999994,61.049999999999997,-28.310700000000001,4.823500000000000,244.605099999999993
170,210.900000000000006,61.049999999999997,-28.212199999999999,4.927600000000000,244.589200000000005
171,210.750000000000000,61.000000000000000,-28.105699999999999,4.560400000000000,240.964300000000009
172,210.800000000000011,61.000000000000000,-28.000200000000000,4.685300000000000,241.247099999999989
173,210.849999999999994,61.000000000000000,-27.893200000000000,4.798400000000000,241.600999999999999
174,210.900000000000006,61.000000000000000,-27.785100000000000,4.898700000000000,241.962400000000002
175,210.949999999999989,61.000000000000000,-27.676100000000002,4.986800000000000,242.249099999999999
176,211.000000000000000,61.000000000000000,-27.566099999999999,5.064600000000000,242.369499999999988
177,210.900000000000006,60.950000000000003,-27.371099999999998,4.876200000000000,239.079299999999989
178,210.949999999999989,60.950000000000003,-27.253000000000000,4.953000000000000,239.745599999999996
179,211.000000000000000,60.950000000000003,-27.135400000000001,5.019100000000000,240.273899999999998
180,211.050000000000011,60.950000000000003,-27.017900000000001,5.077700000000000,240.560300000000012
181,211.099999999999994,60.950000000000003,-26.899600000000000,5.132400000000000,240.512200000000007
182,211.000000000000000,60.899999999999999,-26.718100000000000,4.973100000000000,237.960800000000006
183,211.050000000000011,60.899999999999999,-26.594100000000001,5.015400000000000,238.640099999999990
184,211.099999999999994,60.899999999999999,-26.471100000000000,5.054600000000000,238.997099999999989
185,211.150000000000006,60.899999999999999,-26.347799999999999,5.094400000000000,238.946899999999999
186,211.199999999999989,60.899999999999999,-26.222500000000000,5.137700000000000,238.437999999999988
187,211.250000000000000,60.899999999999999,-26.093399999999999,5.187400000000000,237.459100000000007
188,211.150000000000006,60.850000000000001,-25.930000000000000,4.995700000000000,237.629600000000011
189,211.199999999999989,60.850000000000001,-25.803200000000000,5.022700000000000,237.497600000000006
190,211.250000000000000,60.850000000000001,-25.674299999999999,5.056700000000000,236.873700000000014
191,211.300000000000011,60.850000000000001,-25.541399999999999,5.099300000000000,235.775000000000006
192,211.349999999999994,60.850000000000001,-25.402500000000000,5.151200000000000,234.260500000000008
193,211.250000000000000,60.799999999999997,-25.269400000000001,4.923000000000000,236.143200000000007
194,211.300000000000011,60.799999999999997,-25.138100000000001,4.949300000000000,235.369599999999991
195,211.349999999999994,60.799999999999997,-25.002500000000001,4.985200000000000,234.141099999999994
196,211.400000000000006,60.799999999999997,-24.861000000000001,5.030000000000000,232.539099999999991
197,211.449999999999989,60.799999999999997,-24.712199999999999,5.081900000000000,230.668200000000013
198,211.500000000000000,60.799999999999997,-24.555299999999999,5.137800000000000,228.640899999999988
199,211.349999999999994,60.750000000000000,-24.616499999999998,4.822600000000000,233.954900000000009
200,211.400000000000006,60.750000000000000,-24.479399999999998,4.851800000000000,232.606500000000011
201,211.449999999999989,60.750000000000000,-24.336500000000001,4.888500000000000,230.939400000000006
202,211.500000000000000,60.750000000000000,-24.186599999999999,4.930200000000000,229.063700000000011
203,211.550000000000011,60.750000000000000,-24.029399999999999,4.973000000000000,227.088099999999997
204,211.599999999999994,60.750000000000000,-23.864799999999999,5.012800000000000,225.109199999999987
205,211.500000000000000,60.700000000000003,-23.830700000000000,4.733900000000000,229.531100000000009
206,211.550000000000011,60.700000000000003,-23.681300000000000,4.764400000000000,227.674700000000001
207,211.599999999999994,60.700000000000003,-23.525400000000001,4.794000000000000,225.766400000000004
208,211.650000000000006,60.700000000000003,-23.363000000000000,4.818900000000000,223.890299999999996
209,211.699999999999989,60.700000000000003,-23.194800000000001,4.835700000000000,222.110899999999987
210,211.599999999999994,60.649999999999999,-23.196700000000000,4.592600000000000,226.557199999999995
211,211.650000000000006,60.649999999999999,-23.043299999999999,4.610200000000000,224.721200000000010
212,211.699999999999989,60.649999999999999,-22.884499999999999,4.622900000000000,222.942000000000007
213,211.750000000000000,60.649999999999999,-22.720800000000001,4.628300000000000,221.273400000000009
214,211.800000000000011,60.649999999999999,-22.552900000000001,4.624500000000000,219.752100000000013
215,211.699999999999989,60.600000000000001,-22.582300000000000,4.430600000000000,223.972199999999987
216,211.750000000000000,60.600000000000001,-22.427800000000001,4.434900000000000,222.273899999999998
217,211.800000000000011,60.600000000000001,-22.269100000000002,4.433600000000000,220.693800000000010
218,211.849999999999994,60.600000000000001,-22.106999999999999,4.425600000000000,219.263900000000007
219,211.900000000000006,60.600000000000001,-21.942100000000000,4.410200000000000,218.003500000000003
220,211.949999999999989,60.600000000000001,-21.775300000000001,4.387300000000000,216.921999999999997
221,211.849999999999994,60.549999999999997,-21.837199999999999,4.259400000000000,220.344699999999989
222,211.900000000000006,60.549999999999997,-21.680499999999999,4.251800000000000,218.979500000000002
223,211.949999999999989,60.549999999999997,-21.521400000000000,4.239200000000000,217.786399999999986
224,212.000000000000000,60.549999999999997,-21.360399999999998,4.221000000000000,216.775299999999987
225,212.050000000000011,60.549999999999997,-21.198200000000000,4.197300000000000,215.948700000000002
226,211.949999999999989,60.500000000000000,-21.270299999999999,4.105600000000000,218.843999999999994
227,212.000000000000000,60.500000000000000,-21.116099999999999,4.098400000000000,217.698100000000011
228,212.050000000000011,60.500000000000000,-20.959900000000001,4.086900000000000,216.741299999999995
229,212.099999999999994,60.500000000000000,-20.802600000000002,4.070400000000000,215.976699999999994
230,212.150000000000006,60.500000000000000,-20.644700000000000,4.048500000000000,215.401900000000012
231,212.050000000000011,60.450000000000003,-20.722999999999999,3.985500000000000,217.671699999999987
232,212.099999999999994,60.450000000000003,-20.570799999999998,3.981200000000000,216.760899999999992
233,212.150000000000006,60.450000000000003,-20.417300000000001,3.971800000000000,216.053300000000007
234,212.199999999999989,60.450000000000003,-20.263000000000002,3.956700000000000,215.546300000000002
235,212.250000000000000,60.450000000000003,-20.108699999999999,3.935400000000000,215.233599999999996
236,212.300000000000011,60.450000000000003,-19.954999999999998,3.907700000000000,215.107499999999987
237,212.150000000000006,60.399999999999999,-20.190300000000001,3.899100000000000,216.770499999999998
238,212.199999999999989,60.399999999999999,-20.039700000000000,3.896300000000000,216.122800000000012
239,212.250000000000000,60.399999999999999,-19.888200000000001,3.887200000000000,215.687600000000003
240,212.300000000000011,60.399999999999999,-19.736599999999999,3.871400000000000,215.457899999999995
241,212.349999999999994,60.399999999999999,-19.585500000000000,3.848600000000000,215.425399999999996
242,212.400000000000006,60.399999999999999,-19.435600000000001,3.818800000000000,215.582600000000014
243,212.300000000000011,60.350000000000001,-19.518500000000000,3.836500000000000,215.780699999999996
244,212.349999999999994,60.350000000000001,-19.368800000000000,3.825700000000000,215.643400000000014
245,212.400000000000006,60.350000000000001,-19.219600000000000,3.807400000000000,215.713099999999997
246,212.449999999999989,60.350000000000001,-19.071600000000000,3.781600000000000,215.982300000000009
247,212.500000000000000,60.350000000000001,-18.925400000000000,3.748600000000000,216.445899999999995
248,212.400000000000006,60.299999999999997,-19.003699999999998,3.796700000000000,215.759299999999996
249,212.449999999999989,60.299999999999997,-18.855599999999999,3.782500000000000,215.943500000000000
250,212.500000000000000,60.299999999999997,-18.708900000000000,3.760100000000000,216.335800000000006
251,212.550000000000011,60.299999999999997,-18.564000000000000,3.729700000000000,216.931800000000010
252,212.599999999999994,60.299999999999997,-18.421800000000001,3.691300000000000,217.730500000000006
253,212.500000000000000,60.250000000000000,-18.492500000000000,3.772400000000000,216.103100000000012
254,212.550000000000011,60.250000000000000,-18.346200000000000,3.751900000000000,216.632800000000003
255,212.599999999999994,60.250000000000000,-18.202200000000001,3.722300000000000,217.374799999999993
256,212.650000000000006,60.250000000000000,-18.061000000000000,3.683500000000000,218.329299999999989
257,212.699999999999989,60.250000000000000,-17.923600000000000,3.635800000000000,219.498700000000014
258,212.599999999999994,60.200000000000003,-17.982700000000001,3.753100000000000,216.878399999999999
259,212.650000000000006,60.200000000000003,-17.839099999999998,3.721300000000000,217.782199999999989
260,212.699999999999989,60.200000000000003,-17.698699999999999,3.679000000000000,218.907900000000012
261,212.750000000000000,60.200000000000003,-17.562600000000000,3.626700000000000,220.258600000000001
262,212.800000000000011,60.200000000000003,-17.431500000000000,3.565400000000000,221.837899999999991
263,212.849999999999994,60.200000000000003,-17.306100000000001,3.496400000000000,223.647699999999986
264,212.750000000000000,60.149999999999999,-17.335100000000001,3.671000000000000,219.485199999999992
265,212.800000000000011,60.149999999999999,-17.200500000000002,3.611000000000000,221.032499999999999
266,212.849999999999994,60.149999999999999,-17.071700000000000,3.542000000000000,222.817599999999999
267,212.900000000000006,60.149999999999999,-16.949300000000001,3.465800000000000,224.841100000000012
268,212.949999999999989,60.149999999999999,-16.834099999999999,3.385000000000000,227.097900000000010
269,212.849999999999994,60.100000000000001,-16.838400000000000,3.582200000000000,221.841199999999986
270,212.900000000000006,60.100000000000001,-16.712399999999999,3.504100000000000,223.843999999999994
271,212.949999999999989,60.100000000000001,-16.593599999999999,3.420400000000000,226.090000000000003
272,213.000000000000000,60.100000000000001,-16.482700000000001,3.334200000000000,228.569199999999995
273,213.050000000000011,60.100000000000001,-16.379999999999999,3.248600000000000,231.261799999999994
274,212.949999999999989,60.049999999999997,-16.355300000000000,3.449200000000000,224.927500000000009
275,213.000000000000000,60.049999999999997,-16.240800000000000,3.359400000000000,227.397600000000011
276,213.050000000000011,60.049999999999997,-16.134699999999999,3.270000000000000,230.093899999999991
277,213.099999999999994,60.049999999999997,-16.037400000000002,3.184400000000000,232.986799999999988
278,213.150000000000006,60.049999999999997,-15.948900000000000,3.105500000000000,236.033700000000010
279,213.050000000000011,60.000000000000000,-15.892700000000000,3.285200000000000,228.749799999999993
280,213.099999999999994,60.000000000000000,-15.791900000000000,3.196100000000000,231.643599999999992
281,213.150000000000006,60.000000000000000,-15.699999999999999,3.114400000000000,234.705900000000014
282,213.199999999999989,60.000000000000000,-15.617100000000001,3.042300000000000,237.882700000000000
283,213.250000000000000,60.000000000000000,-15.542999999999999,2.981800000000000,241.109100000000012
284,213.150000000000006,59.950000000000003,-15.455100000000000,3.119200000000000,233.165600000000012
285,213.199999999999989,59.950000000000003,-15.368600000000001,3.045400000000000,236.348999999999990
286,213.250000000000000,59.950000000000003,-15.291000000000000,2.984000000000000,239.597100000000012
287,213.300000000000011,59.950000000000003,-15.221800000000000,2.935800000000000,242.840499999999992
288,213.349999999999994,59.950000000000003,-15.160600000000001,2.901000000000000,246.010700000000014
289,213.250000000000000,59.899999999999999,-15.043100000000001,2.985200000000000,237.826699999999988
290,213.300000000000011,59.899999999999999,-14.969900000000001,2.937200000000000,241.079199999999986
291,213.349999999999994,59.899999999999999,-14.904700000000000,2.903500000000000,244.274300000000011
292,213.400000000000006,59.899999999999999,-14.847099999999999,2.883200000000000,247.351499999999987
293,213.449999999999989,59.899999999999999,-14.796600000000000,2.875000000000000,250.263000000000005
294,213.500000000000000,59.899999999999999,-14.752599999999999,2.877100000000000,252.976900000000001
295,213.400000000000006,59.850000000000001,-14.590299999999999,2.889900000000000,245.330099999999987
296,213.449999999999989,59.850000000000001,-14.534900000000000,2.884300000000000,248.274799999999999
297,213.500000000000000,59.850000000000001,-14.486100000000000,2.889900000000000,251.039400000000001
298,213.550000000000011,59.850000000000001,-14.443400000000000,2.904800000000000,253.606500000000011
299,213.599999999999994,59.850000000000001,-14.406200000000000,2.927100000000000,255.971699999999998
300,213.500000000000000,59.799999999999997,-14.221700000000000,2.907100000000000,248.760400000000004
301,213.550000000000011,59.799999999999997,-14.173299999999999,2.925500000000000,251.377600000000001
302,213.599999999999994,59.799999999999997,-14.130500000000000,2.952100000000000,253.810000000000002
303,213.650000000000006,59.799999999999997,-14.092900000000000,2.985200000000000,256.060299999999984
304,213.699999999999989,59.799999999999997,-14.060200000000000,3.023100000000000,258.136599999999987
305,213.599999999999994,59.750000000000000,-13.855499999999999,2.983200000000000,251.318099999999987
306,213.650000000000006,59.750000000000000,-13.811400000000001,3.020100000000000,253.637900000000002
307,213.699999999999989,59.750000000000000,-13.772300000000000,3.062600000000000,255.797200000000004
308,213.750000000000000,59.750000000000000,-13.737900000000000,3.109500000000000,257.803099999999972
309,213.800000000000011,59.750000000000000,-13.708000000000000,3.159600000000000,259.662800000000004
310,213.699999999999989,59.700000000000003,-13.483499999999999,3.108500000000000,253.158899999999988
311,213.750000000000000,59.700000000000003,-13.441800000000001,3.159200000000000,255.247299999999996
312,213.800000000000011,59.700000000000003,-13.404700000000000,3.214000000000000,257.198199999999986
313,213.849999999999994,59.700000000000003,-13.372000000000000,3.271900000000000,259.013599999999997
314,213.900000000000006,59.700000000000003,-13.343600000000000,3.332000000000000,260.692400000000021
315,213.800000000000011,59.649999999999999,-13.099100000000000,3.273500000000000,254.476300000000009
316,213.849999999999994,59.649999999999999,-13.058400000000001,3.334800000000000,256.378499999999974
317,213.900000000000006,59.649999999999999,-13.022000000000000,3.399400000000000,258.150599999999997
318,213.949999999999989,59.649999999999999,-12.989900000000000,3.466400000000000,259.786600000000021
319,214.000000000000000,59.649999999999999,-12.961700000000000,3.535200000000000,261.276400000000024
320,213.900000000000006,59.600000000000001,-12.697200000000000,3.469100000000000,255.396099999999990
321,213.949999999999989,59.600000000000001,-12.656300000000000,3.538900000000000,257.120999999999981
322,214.000000000000000,59.600000000000001,-12.619600000000000,3.611400000000000,258.708799999999997
323,214.050000000000011,59.600000000000001,-12.586800000000000,3.685700000000000,260.147299999999973
