OBJECTID,Field1,Field2,Field3,Field4,Field5
324,214.099999999999994,59.600000000000001,-12.557600000000001,3.761100000000000,261.422100000000000
325,214.000000000000000,59.549999999999997,-12.273500000000000,3.685300000000000,255.971100000000007
326,214.050000000000011,59.549999999999997,-12.231600000000000,3.761400000000000,257.508199999999988
327,214.099999999999994,59.549999999999997,-12.193400000000000,3.839300000000000,258.896599999999978
328,214.150000000000006,59.549999999999997,-12.158799999999999,3.918100000000000,260.122500000000002
329,214.199999999999989,59.549999999999997,-12.127200000000000,3.996700000000000,261.171899999999994
330,214.099999999999994,59.500000000000000,-11.825400000000000,3.908800000000000,256.236800000000017
331,214.150000000000006,59.500000000000000,-11.781400000000000,3.987800000000000,257.583199999999977
332,214.199999999999989,59.500000000000000,-11.740800000000000,4.067200000000000,258.773900000000026
333,214.250000000000000,59.500000000000000,-11.703300000000000,4.146100000000000,259.796699999999987
334,214.300000000000011,59.500000000000000,-11.668400000000000,4.223000000000000,260.639799999999980
335,214.199999999999989,59.450000000000003,-11.351699999999999,4.121400000000000,256.265800000000013
336,214.250000000000000,59.450000000000003,-11.305099999999999,4.198300000000000,257.440099999999973
337,214.300000000000011,59.450000000000003,-11.261500000000000,4.274100000000000,258.457899999999995
338,214.349999999999994,59.450000000000003,-11.220599999999999,4.347300000000000,259.307299999999998
339,214.400000000000006,59.450000000000003,-11.181800000000001,4.416900000000000,259.977599999999995
340,214.300000000000011,59.399999999999999,-10.854200000000001,4.300500000000000,256.175000000000011
341,214.349999999999994,59.399999999999999,-10.804900000000000,4.369700000000000,257.208000000000027
342,214.400000000000006,59.399999999999999,-10.758400000000000,4.436000000000000,258.083000000000027
343,214.449999999999989,59.399999999999999,-10.714300000000000,4.498300000000000,258.787300000000016
344,214.500000000000000,59.399999999999999,-10.671900000000001,4.555300000000000,259.309199999999976
345,214.400000000000006,59.350000000000001,-10.337800000000000,4.423100000000000,256.082200000000000
346,214.449999999999989,59.350000000000001,-10.286600000000000,4.479600000000000,256.995099999999979
347,214.500000000000000,59.350000000000001,-10.237900000000000,4.532000000000000,257.741399999999999
348,214.550000000000011,59.350000000000001,-10.191200000000000,4.579300000000000,258.307399999999973
349,214.599999999999994,59.350000000000001,-10.145899999999999,4.620900000000000,258.681899999999985
350,214.500000000000000,59.299999999999997,-9.810600000000001,4.471000000000000,256.052300000000002
351,214.550000000000011,59.299999999999997,-9.758500000000000,4.511900000000000,256.839800000000025
