 0 1 2 3 4 5 6 7 8
328 -145.800 59.550 -12.130 4.000 261.170 302.882 3.118 -145.838 59.530
329 -145.900 59.500 -11.830 3.910 256.240 302.628 -4.797 -145.841 59.531
330 -145.850 59.500 -11.780 3.990 257.580 304.673 -2.853 -145.815 59.519
331 -145.800 59.500 -11.740 4.070 258.770 306.717 -0.907 -145.789 59.506
332 -145.750 59.500 -11.700 4.150 259.800 308.759 1.040 -145.763 59.493
333 -145.700 59.500 -11.670 4.220 260.640 310.800 2.989 -145.737 59.481
334 -145.800 59.450 -11.350 4.120 256.270 310.552 -4.932 -145.740 59.482
335 -145.750 59.450 -11.310 4.200 257.440 312.597 -2.982 -145.714 59.469
336 -145.700 59.450 -11.260 4.270 258.460 314.641 -1.031 -145.687 59.457
337 -145.650 59.450 -11.220 4.350 259.310 316.684 0.923 -145.661 59.444
338 -145.600 59.450 -11.180 4.420 259.980 318.724 2.877 -145.635 59.431
339 -145.700 59.400 -10.850 4.300 256.180 318.482 -5.050 -145.638 59.433
340 -145.650 59.400 -10.800 4.370 257.210 320.528 -3.094 -145.612 59.420
341 -145.600 59.400 -10.760 4.440 258.080 322.572 -1.136 -145.586 59.407
342 -145.550 59.400 -10.710 4.500 258.790 324.614 0.823 -145.560 59.395
343 -145.500 59.400 -10.670 4.560 259.310 326.655 2.784 -145.534 59.382
344 -145.600 59.350 -10.340 4.420 256.080 326.419 -5.150 -145.537 59.383
345 -145.550 59.350 -10.290 4.480 257.000 328.464 -3.188 -145.511 59.371
346 -145.500 59.350 -10.240 4.530 257.740 330.508 -1.224 -145.485 59.358
347 -145.450 59.350 -10.190 4.580 258.310 332.551 0.741 -145.459 59.345
348 -145.400 59.350 -10.150 4.620 258.680 334.592 2.707 -145.433 59.332
349 -145.500 59.300 -9.810 4.470 256.050 334.361 -5.232 -145.436 59.334
350 -145.450 59.300 -9.760 4.510 256.840 336.407 -3.264 -145.410 59.321
