210.0	65.4	08.0	90.0	25.0	Rampart
214.56	65.73	08.0	90.0	115.0	Tintina
211.0	64.7	18.0	90.0	41.0	Minto_Flats
212.55	64.75	18.0	90.0	41.0	Fairbanks
213.0	64.63	18.0	90.0	36.0	Salcha
211.0	63.88	08.0	90.0	84.0	Northern_Foothills
208.24	62.93	08.0	90.0	53.0	Denali_1
210.04	63.33	08.0	90.0	74.0	Denali_2
212.03	63.49	08.0	90.0	84.0	Denali_3
214.04	63.44	08.0	90.0	115.0	Denali_4
215.83	63.05	08.0	90.0	115.0	Denali_5
209.44	61.46	08.0	90.0	60.0	Castle_1
211.20	61.80	08.0	90.0	66.0	Castle_2
